"listing_id","description","host_id","host_name","nbhood_full","coordinates","room_type","price","nb_reviews","last_review","reviews_per_month","availability_365","avg_rating","avg_stays_per_month","pct_5_stars","listing_added"
28659894,"Private bedroom in prime Bushwick! Near Trains!!!",216235179,"Nina","Brooklyn, Bushwick","(40.69988, -73.92071999999997)","Private room","$55",4,"04/12/2019",0.58,358,4.91625178686887,4.8,0.703117141323453,"08/23/2020"
25051166,"NEAR COLUMBIA PRESBYTERIAN HOSP- Students*Visitors",25237492,"Juliana","Manhattan, Washington Heights","(40.84115, -73.94095)","Private room","$50",2,"02/06/2019",0.17,311,4.42328255058749,2.4,0.672780487153288,"08/03/2018"
18667184,"Easy trip to Manhattan!  Large Private Garden!",129733507,"Mo","Brooklyn, Bedford-Stuyvesant","(40.68391, -73.95783)","Entire home/apt","$200",4,"05/06/2018",0.17,250,4.3375230653807,4.8,0.728064061489433,"10/31/2017"
27933429,"Cute Williamsburg studio",35335572,"Caleb","Brooklyn, Williamsburg","(40.71645, -73.95721)","Entire home/apt","$130",1,"01/01/2019",0.16,2,4.8094046605555,1.2,0.653906918039552,"06/28/2018"
15477385,"Charming Apartment in Brooklyn",15858985,"Laura","Brooklyn, Bedford-Stuyvesant","(40.68852, -73.9499)","Entire home/apt","$140",0,NA,NA,168,NA,NA,NA,"08/27/2018"
17122439,"Charming Studio with your Own Private Patio",115057851,"Chito And Xavier","Manhattan, East Harlem","(40.80827, -73.93813)","Entire home/apt","$100",103,"07/01/2019",3.61,32,3.06113370820512,123.6,0.608395684031576,"12/26/2018"
33990485,"Sonder | Stock Exchange | Timeless 1BR + Kitchen",219517861,"Sonder (NYC)","Manhattan, Financial District","(40.70714, -74.01208000000003)","Entire home/apt","$256",4,"06/18/2019",2.79,292,4.81292290480456,4.8,0.634461077654603,"12/13/2018"
21979387,"Brownstone 1 Bedroom Apt in Bushwick",160474324,"Noel","Brooklyn, Bushwick","(40.69267, -73.9218)","Entire home/apt","$70",1,"12/14/2017",0.05,0,4.46561311786317,1.2,0.617264634440315,"06/10/2017"
29015079,"Sunny, Modern Williamsburg Condo Steps from Train",218689235,"John","Brooklyn, Williamsburg","(40.71441, -73.95229)","Entire home/apt","$160",21,"07/02/2019",3.28,335,4.49049574991272,25.2,0.631604854464997,"12/27/2018"
5315798,"Williamsburg Apt. S 2nd & Bedford",22761603,"Dan","Brooklyn, Williamsburg","(40.71425, -73.96054000000002)","Private room","$90",1,"03/17/2015",0.02,0,4.09208443429036,1.2,0.63928994800215,"09/11/2014"
14014128,"Amazing Private Room - Custom Style",83809962,"Tamara","Brooklyn, East Flatbush","(40.66248, -73.92855)","Private room","$45",39,"06/12/2019",1.27,365,4.39399182783768,46.8,0.708725910541682,"12/07/2018"
2186452,"Tribeca Loft for Superbowl Wknd",10636508,"Reed","Manhattan, Tribeca","(40.71725, -74.00528)","Entire home/apt","$1500",0,NA,NA,0,NA,NA,NA,"06/05/2018"
34116613,"Sonder | 116 John | Restful Studio + Gym",219517861,"Sonder (NYC)","Manhattan, Financial District","(40.70845, -74.00471999999998)","Entire home/apt","$164",0,NA,NA,327,NA,NA,NA,"02/06/2018"
24508874,"HOTEL ROOM LIKE!!!   WITH AFFORDABLE RATE!!!   ""P""",59156312,"Viviana","Queens, Woodhaven","(40.68654, -73.86672)","Private room","$89",29,"06/22/2019",2,355,3.29058423577682,34.8,0.767916919386046,"12/17/2018"
35007081,"Amazing 3 bedroom in Williamsburg",3005203,"Elnadiv","Brooklyn, Williamsburg","(40.71697, -73.94227)","Entire home/apt","$295",1,"06/16/2019",1,318,4.18522905458504,1.2,0.684017203832543,"12/11/2018"
5193916,"Private room available in Dumbo Brooklyn",26867230,"Kayla","Brooklyn, Fort Greene","(40.69605, -73.98207)","Private room","$45",3,"07/15/2016",0.08,0,4.98486819202556,3.6,0.67779463809305,"01/10/2016"
9241147,"Bushwick 2 bdrm near JMZ train stop",39768761,"Latane","Brooklyn, Bushwick","(40.69813, -73.93433)","Entire home/apt","$110",50,"12/25/2018",1.15,0,4.23628094276602,60,0.675992876316425,"06/21/2018"
13273660,"Large BR available near Fort Tryon Park",74795588,"Aden","Manhattan, Inwood","(40.86059, -73.92985999999998)","Private room","$50",0,NA,NA,0,NA,NA,NA,"05/04/2018"
16389531,"Great Movie-like East Village aptmt",9270927,"Rafael","Manhattan, East Village","(40.72461, -73.9892)","Entire home/apt","$190",0,NA,NA,0,NA,NA,NA,"03/24/2018"
29295665,"NYC Central Park Lux Hotel w/ Brfast & Dinner incl",3053587,"Allison","Manhattan, Midtown","(40.76531, -73.9789)","Private room","$350",1,"04/17/2019",0.36,169,3.24663372084141,1.2,0.711269455672917,"10/12/2018"
33639841,"Large furnished studio, East 56 St., NYC",191021802,"Margaret","Manhattan, Midtown","(40.75967, -73.96786)","Entire home/apt","$120",0,NA,NA,159,NA,NA,NA,"09/08/2018"
25681692,"Sunny room near center of the big apple 61F2",190921808,"John","Manhattan, Hell's Kitchen","(40.7558, -73.99677)","Private room","$62",6,"05/08/2019",0.66,328,3.7449264272543,7.2,0.630143775186824,"11/02/2018"
16029127,"Sleeps 4 Guest's | CENTRALLY LOCATED | Midtown 45",64065593,"ResortShare5","Manhattan, Midtown","(40.75246, -73.97355999999998)","Entire home/apt","$198",27,"05/03/2019",0.88,246,3.84511739975593,32.4,0.767658653264217,"10/28/2018"
15783766,"Cozy easy village apartment in central location",1546439,"Isabel","Manhattan, East Village","(40.72868, -73.99036)","Private room","$50",1,"11/28/2016",0.03,0,3.23575766933088,1.2,0.724251632406263,"05/25/2016"
505231,"Enjoy a 1 Bedroom to share, NYC",2490915,"Catherine","Manhattan, Upper East Side","(40.77799, -73.95223)","Private room","$80",1,"06/22/2012",0.01,0,4.67593569141932,1.2,0.62655983532126,"12/18/2011"
2924528,"Spacious room in the heart of Manhattan (Downtown)",14932802,"Winona","Manhattan, Chinatown","(40.71782, -73.99422)","Private room","$87",9,"11/04/2018",0.63,89,4.52659089319304,10.8,0.889664078984724,"05/01/2018"
19220496,"Parkside luxury - studio with balcony",23257199,"Rachel","Brooklyn, Crown Heights","(40.67375, -73.96255)","Entire home/apt","$84",8,"11/24/2017",0.33,0,3.8440578504134,9.6,0.73712437127127,"05/21/2017"
28560837,"Rock Rock Rockaway Beach House",92523072,"Bill","Queens, Rockaway Beach","(40.58862, -73.81276)","Entire home/apt","$150",14,"07/03/2019",7.24,97,3.74404319453766,16.8,0.730705815287386,"12/28/2018"
29135220,"Parisian Style Apartment in Heart of Brooklyn",32830245,"Dora","Brooklyn, Prospect Heights","(40.68063, -73.97334000000002)","Entire home/apt","$180",9,"06/13/2019",1.01,0,4.21574432774858,10.8,0.604276027031858,"12/08/2018"
20407916,"Renovated 3 BED 2 BATH Williamsburg Townhouse APT",144602805,"Sung Ae","Brooklyn, Williamsburg","(40.71041, -73.9663)","Entire home/apt","$300",34,"06/23/2019",1.55,239,4.14125496241752,40.8,0.632117540732066,"12/18/2018"
282514,"Own Room & Bath, Sunny Town House, 18"" to Wall St",1464358,"Dian","Brooklyn, Bedford-Stuyvesant","(40.68106, -73.9292)","Private room","$97",29,"06/25/2019",1.57,118,3.97620251291058,34.8,0.648494541306022,"12/20/2018"
14066702,"Room in Uptown Manhattan",84463909,"Sandra","Manhattan, Washington Heights","(40.8385, -73.94313000000002)","Private room","$70",15,"05/02/2017",0.43,95,3.48197889261008,18,0.740920274905166,"10/27/2016"
16568252,"Huge Fort Greene Loft, Prime!",327489,"Anthony","Brooklyn, Fort Greene","(40.69269, -73.9737)","Entire home/apt","$125",8,"06/30/2019",0.31,185,4.370410144763,9.6,0.755329792046298,"12/25/2018"
28965064,"Bright clean modern spacious with big front porch!",1093167,"Paul","Brooklyn, Crown Heights","(40.68076, -73.96415)","Entire home/apt","$150",3,"10/14/2018",0.33,95,3.00788167179998,3.6,0.63794458463853,"04/10/2018"
7448093,"stylish apartment w/ backyard",6223874,"Rachael","Brooklyn, Greenpoint","(40.73059, -73.95651)","Entire home/apt","$185",3,"02/11/2017",0.06,0,3.26062285624361,3.6,0.649691987754823,"08/08/2016"
27890781,"Hidden gem that's  only 15 minutes from Manhattan.",210687004,"Didier","Queens, Woodside","(40.75537, -73.90741)","Private room","$83",0,NA,NA,126,NA,NA,NA,"05/08/2018"
35972633,"New Boutique Sunny Luxury Williamsburg Condo",269112262,"Sam","Brooklyn, Williamsburg","(40.71443, -73.9527)","Entire home/apt","$175",0,NA,NA,81,NA,NA,NA,"03/23/2018"
24226528,"Private Bedroom w/ Private Entrance-Williamsburg!",1525346,"Jenn","Brooklyn, Williamsburg","(40.70949, -73.94892)","Private room","$73",25,"05/13/2019",1.64,48,3.67651967732949,30,0.765745899601101,"11/07/2018"
35991985,"Penthouse Lofts + Private Terrace!",270590027,"Amanda","Brooklyn, Williamsburg","(40.70907, -73.95054)","Entire home/apt","$599",1,"07/05/2019",1,346,3.63674088078424,1.2,0.702868995022277,"12/30/2018"
8319488,"Spacious park slope 2 bedroom",43126563,"Andrew","Brooklyn, Park Slope","(40.67173, -73.98303)","Entire home/apt","$300",70,"06/30/2019",1.51,338,4.4336796502446,84,0.686832692876329,"12/25/2018"
3876850,"Beautiful -  Upper West Side",20033436,"Michael","Manhattan, Upper West Side","(40.79254, -73.97531)","Private room","$250",6,"05/19/2015",0.1,365,3.27697447422749,7.2,0.636035516466391,"11/13/2014"
24633539,"Private East Village Room With Great Light/Views",63409074,"Kara","Manhattan, East Village","(40.72081, -73.97921)","Private room","$60",7,"06/13/2019",0.58,126,4.89772936771686,8.4,0.605926969108103,"12/08/2018"
12740226,"Cozy room in heart of Williamsburg",3038856,"Samir","Brooklyn, Williamsburg","(40.71403, -73.96171)","Private room","$70",9,"05/28/2018",0.24,0,4.86372314480974,10.8,0.843838089694402,"11/22/2017"
765563,"Big Comfy Beds & Breakfast on the Deck",4036685,"Norman","Queens, Bayside","(40.75666, -73.76314)","Entire home/apt","$299",67,"06/20/2019",0.95,322,4.48112980429931,80.4,0.696697139974786,"12/15/2018"
10473052,"Room in the heart of Williamsburg",41832478,"Caroline","Brooklyn, Williamsburg","(40.71852, -73.95897)","Private room","$70",0,NA,NA,0,NA,NA,NA,"05/24/2018"
4519764,"Private Space in Manhattan 8/25-9/9",16310013,"Tan","Manhattan, Washington Heights","(40.85181, -73.93824000000002)","Private room","$29",0,NA,NA,0,NA,NA,NA,"07/02/2018"
14163104,"Cozy Studio in Astoria NYC",85667130,"Anna","Queens, Ditmars Steinway","(40.77943, -73.9117)","Private room","$90",80,"07/02/2019",2.35,350,3.18387184386664,96,0.715147601057926,"12/27/2018"
22339572,"*Tr)  Charming Private Room 20 min to manhattan",154258141,"Elsie","Brooklyn, Bushwick","(40.68822, -73.91639)","Private room","$64",46,"06/19/2019",2.67,352,3.16504655811655,55.2,0.750112183275782,"12/14/2018"
7116071,"30 Minutes to Manhattan / Sleeps 7",36903907,"Moe","Brooklyn, Bensonhurst","(40.61112, -74.00028)","Entire home/apt","$NA",207,"07/02/2019",4.26,287,3.99099210607544,248.4,0.685575968871461,"12/27/2018"
11699080,"Single room in Bushwick w/backyard",1838844,"Andrew","Brooklyn, Bushwick","(40.70153, -73.9169)","Private room","$50",0,NA,NA,0,NA,NA,NA,"05/02/2018"
35966653,"Bright, contemporary and best location",24232061,"Tracy","Manhattan, Upper East Side","(40.77297, -73.9553)","Private room","$122",0,NA,NA,306,NA,NA,NA,"06/07/2018"
35465967,"Cozy room in the heart of SoHo",266829739,"Peel","Manhattan, SoHo","(40.72208, -74.00389)","Private room","$70",0,NA,NA,96,NA,NA,NA,"03/05/2018"
35314242,"A Private and Comfy, Bohemian  Room",161829611,"Gabrielle","Manhattan, Washington Heights","(40.8564, -73.92703)","Private room","$66",2,"06/30/2019",2,60,3.35175732639955,2.4,0.645748767113549,"12/25/2018"
27106745,"New York City-Spacious Private Bedroom",203855380,"Sheryl","Manhattan, East Village","(40.72327, -73.98105)","Private room","$160",17,"06/30/2019",1.48,0,3.90201983553758,20.4,0.644162771819784,"12/25/2018"
18248683,"Sunny East Village Apartment",126101478,"Bobby","Manhattan, East Village","(40.72412, -73.97910999999998)","Entire home/apt","$140",1,"05/03/2017",0.04,0,4.5865486388755,1.2,0.685965022834693,"10/28/2016"
4410626,"Spacious neo-country seaside loft",22893493,"Nick","Brooklyn, Red Hook","(40.68039, -74.01729)","Entire home/apt","$245",50,"06/02/2019",0.92,19,4.92846108602519,60,0.823554897696848,"11/27/2018"
25517197,"HUGE Soho LOFT 2 Bedrooms 2 Bathrooms",50249843,"Na","Manhattan, SoHo","(40.7228, -74.00644)","Entire home/apt","$350",11,"10/08/2018",0.87,0,3.82798904867467,13.2,0.68043267417108,"04/04/2018"
729841,"Gorgeous Apt Heart of West Villlage",73549,"Melinda","Manhattan, West Village","(40.73616, -74.00399999999998)","Entire home/apt","$200",23,"12/07/2018",0.32,0,3.46193388023046,27.6,0.737086532680744,"06/03/2018"
24178083,"Charming mezzanine bedroom near Prospect Park",179778880,"Marcus","Brooklyn, Sunset Park","(40.66179, -73.99061999999998)","Private room","$45",37,"05/18/2019",2.61,308,4.22743006258644,44.4,0.779302255895167,"11/12/2018"
30574764,"Lovely, Convenient & Renovated Bushwick BK Room.",137358866,"Kazuya","Brooklyn, Bushwick","(40.69262, -73.91198)","Private room","$35",4,"05/12/2019",0.66,269,3.75165745253428,4.8,0.781414365906119,"11/06/2018"
20901820,"Hidden Gem in the Heart of Park Slope",41407057,"Jason","Brooklyn, South Slope","(40.66675, -73.988)","Entire home/apt","$95",4,"07/02/2018",0.19,0,3.39656594803744,4.8,0.689142404687492,"12/27/2017"
13288854,"Large Sunny Room in Big Loft",15798864,"Tobias","Brooklyn, Bedford-Stuyvesant","(40.69646, -73.96059)","Private room","$65",6,"01/04/2018",0.16,0,3.92589585168544,7.2,0.689846143640046,"07/01/2017"
36312752,"Spacious 1 bedroom Open Concept Apt in E Flatbush.",45631198,"Arturo","Brooklyn, East Flatbush","(40.63845, -73.94365)","Entire home/apt","$63",0,NA,NA,19,NA,NA,NA,"02/07/2018"
3652230,"Bay Beauty - Room On The Water!",681225,"Haya","Queens, Rockaway Beach","(40.5903, -73.8143)","Private room","$113",36,"07/07/2019",0.74,365,4.53663964419491,43.2,0.918675044252383,"01/01/2019"
36236981,"~MANHATTAN CENTRAL~",268598775,"Al","Manhattan, Lower East Side","(40.71984000000001, -73.9865)","Entire home/apt","$249",0,NA,NA,91,NA,NA,NA,"03/08/2018"
34336812,"2 BR Apt close to LGA, JFK & Midtown (2A)",259229690,"Rina","Queens, Woodside","(40.74553, -73.89211999999998)","Entire home/apt","$179",5,"06/30/2019",2.59,23,3.67465358941509,6,0.620676253228937,"12/25/2018"
13395955,"Adorable Prospect Heights 1 Bedroom",34468399,"Nancy","Brooklyn, Prospect Heights","(40.67649, -73.96696999999998)","Entire home/apt","$NA",3,"07/21/2018",0.08,0,3.44958532069284,3.6,0.602584851601015,"01/15/2018"
6452940,"Spacious Studio in Midtown",19475826,"Mark","Manhattan, Murray Hill","(40.7487, -73.97358)","Entire home/apt","$125",21,"12/30/2016",0.44,0,4.06716243918249,25.2,0.780995581390218,"06/26/2016"
20983319,"Large Comfortable Cozy Room",33589349,"Henry","Queens, Richmond Hill","(40.69002, -73.83688000000002)","Private room","$85",0,NA,NA,88,NA,NA,NA,"05/24/2018"
12004175,"Private Master Bedroom in Luxury Bu",13340829,"Lin","Brooklyn, Crown Heights","(40.67543, -73.96311999999998)","Private room","$60",1,"08/18/2016",0.03,0,4.81692998060492,1.2,0.723077279515036,"02/13/2016"
21619569,"Modern 3BR/2Bath Home 10 mins From JFK",157275347,"Sydney","Queens, Jamaica","(40.68054, -73.76711999999998)","Entire home/apt","$128",141,"06/30/2019",7.24,164,4.32422548773894,169.2,0.769663943279711,"12/25/2018"
16178531,"2 Floor Epic Loft in Prime Bushwick",3473672,"Andrew","Brooklyn, Williamsburg","(40.70484, -73.9377)","Entire home/apt","$175",21,"06/28/2019",0.81,313,4.71815183066764,25.2,0.820002033915384,"12/23/2018"
13453271,"NEAR CENTRAL PARK, TIMES SQUARE, COLUMBIA UNIV.",17848380,"Yi Qun","Manhattan, Upper West Side","(40.79669000000001, -73.97126)","Private room","$120",12,"05/19/2019",0.35,338,3.07027238496345,14.4,0.757012640780235,"11/13/2018"
36410519,"Sunlight charming apt. in the heart of Brooklyn",121384174,"Luciana Paula","Brooklyn, Park Slope","(40.66716, -73.98101)","Entire home/apt","$111",0,NA,NA,0,NA,NA,NA,"08/05/2018"
26228457,"Brooklyn Brownstone (blue bedroom - single bed)",80292073,"Julie","Brooklyn, South Slope","(40.66323, -73.98138)","PRIVATE ROOM","$60",7,"06/02/2019",0.59,56,4.84926736327112,8.4,0.689718548524104,"11/27/2018"
25774787,"Cozy & Chic 1 Bedroom, Upper East Side, Manhattan",61981690,"Roseanne","Manhattan, Upper East Side","(40.7752, -73.95572)","Entire home/apt","$189",18,"07/03/2019",1.4,21,3.82516591714232,21.6,0.773028213956198,"12/28/2018"
34954639,"Private Bedroom Stylish, Cozy Apartment- Gramercy",263383528,"Irina","Manhattan, Gramercy","(40.73712, -73.98844)","Private room","$245",2,"07/02/2019",2,179,4.62843017084115,2.4,0.655451506113994,"12/27/2018"
564751,"Artist space for creative nomads.",2777672,"Kalae","Manhattan, Upper West Side","(40.80165, -73.96287)","Shared room","$76",158,"05/05/2019",1.91,324,4.09243108112914,189.6,0.769999739172126,"10/30/2018"
15110120,"Great Location! Brooklyn Heights One Bedroom",3186019,"Philippe","Brooklyn, Brooklyn Heights","(40.69293, -73.99113)","Entire home/apt","$188",25,"06/27/2019",0.74,30,4.27535084452432,30,0.690768638842576,"12/22/2018"
5511067,"Studio in heart of Cobble Hill, BK",28577246,"Nick","Brooklyn, Boerum Hill","(40.68607, -73.99048)","Entire home/apt","$85",3,"09/28/2015",0.06,0,4.20565078086383,3.6,0.787177618052912,"03/25/2015"
29792926,"Sun-lit downtown apartment in the West Village",224141746,"Germaine","Manhattan, West Village","(40.73176, -74.00428000000002)","Entire home/apt","$179",3,"05/24/2019",0.49,10,4.94395615661864,3.6,0.739141397076946,"11/18/2018"
21058573,"Beautiful Cypress Hills apt",14719992,"Yoni","Brooklyn, Cypress Hills","(40.67966, -73.89028)","Entire home/apt","$106",2,"11/04/2018",0.11,0,3.01254362345696,2.4,0.61165457284732,"05/01/2018"
24654607,"The East Village Home: The Cabin Room",126034120,"Roni","Manhattan, East Village","(40.72607, -73.97631)","Private room","$95",67,"06/22/2019",4.59,241,4.18107048280953,80.4,0.634762193832846,"12/17/2018"
25975428,"Cozy & Modern 2 beds Apt. newly renovated BK/NYC",195238640,"Yado & Vane","Brooklyn, Crown Heights","(40.67411, -73.93023000000002)","Entire home/apt","$190",26,"06/26/2019",2.07,251,4.91098272554481,31.2,0.856019719538456,"12/21/2018"
15297194,"Cozy Island Bedroom near Ferry",96341353,"Tony & Grace","Staten Island, St. George","(40.64055, -74.0784)","Private room","$70",60,"06/16/2019",1.84,336,3.41128815787698,72,0.752903559980647,"12/11/2018"
25927829,"Soho!  Amazing Single Room!",192951036,"Jasmine","Manhattan, SoHo","(40.7258, -73.99969)","Private room","$119",35,"06/23/2019",2.75,156,3.88575008691643,42,0.78929727259968,"12/18/2018"
9396442,"Upper west Apt close to Central Pk",26347594,"Mahesh","Manhattan, Upper West Side","(40.77772, -73.98514)","Private room","$108",11,"12/08/2017",0.25,0,4.39022160153573,13.2,0.703717223849194,"06/04/2017"
27891791,"Comfort Away from Home",205188960,"Patrick","Brooklyn, East Flatbush","(40.6491, -73.92532)","Entire home/apt","$75",12,"06/30/2019",1.21,167,4.83201469349614,14.4,0.851588903511683,"12/25/2018"
32595490,"Peaceful 2 Bedroom apartment in a private house",245003299,"Yoselyn","Bronx, Clason Point","(40.80924, -73.85106999999998)","Entire home/apt","$95",27,"07/05/2019",8.62,153,3.85115069093649,32.4,0.634018298482496,"12/30/2018"
32241142,"Sonder | Stock Exchange | Tranquil 1BR + Kitchen",219517861,"Sonder (NYC)","Manhattan, Financial District","(40.70766, -74.01074)","Entire home/apt","$214",3,"05/25/2019",1.23,333,3.04553930030245,3.6,0.694338025276722,"11/19/2018"
30999038,"Amazing location,  A gem in Soho two bedroom",231515893,"Chris","Manhattan, SoHo","(40.7274, -74.0026)","Entire home/apt","$183",35,"07/02/2019",5.36,294,3.75383438591766,42,0.760216397710028,"12/27/2018"
